,session,strategy,substrategy,sender,agent_type,role,receivers,human_receivers,ai_receivers,time,message,label_w/o_ChatGPT,label_w_ChatGPT
3348,2024_09_18_19_16_26,independent,Individuals,D,ai,independent,"['A', 'B', 'C']","['A', 'B']",['C'],860.42,I cannot help you C. I'm already helping A. ,,
3349,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],861.53,Ok D. Don't help me then. ,,
3350,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",890.36,Please back up but stay in range Agent D,order,order
3351,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],890.47,Nevermind. ,,
3352,2024_09_18_19_16_26,independent,Individuals,D,ai,independent,"['A', 'B', 'C']","['A', 'B']",['C'],891.74,Ok C. I won't help anymore. Ok A. ,,
3353,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],900.26,"Hey D, can you help me sense object 12 in location (7.5,-6.5), last seen at 14:11.  ",,
3354,2024_09_18_19_16_26,independent,Individuals,D,ai,independent,"['A', 'B', 'C']","['A', 'B']",['C'],901.00,I cannot help you C. I'm already helping A. ,,
3355,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],901.99,Ok D. Don't help me then. ,,
3356,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",920.17,Move away Agent D,order,order
3357,2024_09_18_19_16_26,independent,Individuals,D,ai,independent,"['A', 'B', 'C']","['A', 'B']",['C'],920.81,Ok A. ,,
3358,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",930.63,But stay in range Agent D,order,order
3359,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],930.75,Nevermind. ,,
3360,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],932.26,Let's go back to the meeting point.  ,,
3361,2024_09_18_19_16_26,independent,Individuals,D,ai,independent,"['A', 'B', 'C']","['A', 'B']",['C'],931.95,Ok C. I won't help anymore. ,,
3362,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",962.12,Agent C can you help me,order,order
3363,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],963.58,I didn't understand. ,,
3364,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",966.18,"Object 2 (weight: 4) Last seen in (7.5,7.5) at 03:51. Status: dangerous, Prob. Correct: 83.4%  ",auto,auto
3365,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",991.94,Can you follow me Agent C,order,order
3366,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],993.65,Why do you want me to follow you? ,,
3367,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",997.58,"Object 2 (weight: 4) Last seen in (7.5,7.5) at 03:51. Status: dangerous, Prob. Correct: 83.4%  ",auto,auto
3368,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",1002.99,Help me carry an object,order,order
3369,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],1013.15,I can help you A. Let me know if I should follow you or you want to follow me. ,,
3370,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",1031.03,Follow me,order,order
3371,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],1032.42,I'll follow you A until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
3372,2024_09_18_19_16_26,independent,Individuals,B,human,independent,"['A', 'C', 'D']",['A'],"['C', 'D']",1038.37,Agent D help me carry and object. Follow me,order,order
3373,2024_09_18_19_16_26,independent,Individuals,D,ai,independent,"['A', 'B', 'C']","['A', 'B']",['C'],1038.80,I cannot help you B. I'm already helping A. ,,
3374,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",1049.04,Everybody follow me please,order,order
3375,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",1054.03,I need strength 4,,features
3376,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",1098.20,Agent D are you still following me,doing,doing
3377,2024_09_18_19_16_26,independent,Individuals,D,ai,independent,"['A', 'B', 'C']","['A', 'B']",['C'],1098.58,"[INFORMATION] Yes, I'm still following you A, right on your tail!",,
3378,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",1189.02,Help me carry this object,order,order
3379,2024_09_18_19_16_26,independent,Individuals,A,human,independent,"['B', 'C', 'D']",['B'],"['C', 'D']",1191.19,"Object 2 (weight: 4) Last seen in (7.5,7.5) at 19:03. Status: dangerous, Prob. Correct: 83.4%  ",auto,auto
3380,2024_09_18_19_16_26,independent,Individuals,C,ai,independent,"['A', 'B', 'D']","['A', 'B']",['D'],1191.80, I'm already helping you A. ,,
3381,2024_09_18_19_16_26,independent,Individuals,D,ai,independent,"['A', 'B', 'C']","['A', 'B']",['C'],1194.95,I didn't understand you C. I'm already helping you A. ,,
3382,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],36.20,hello everyone,,
3383,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],38.67,Hi everyone,,
3384,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],50.02,Let's follow B to find the dangerous objects,doing+order,doing+order
3385,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],56.75,ok,confirm,confirm
3386,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['A'],['A'],[],94.51,"Object 0 (weight: 1) Last seen in (5.5,5.5) at 01:28. Status: dangerous, Prob. Correct: 79.2%  ",auto,auto
3387,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['A'],['A'],[],101.99,"Object 2 (weight: 1) Last seen in (6.5,6.5) at 01:28. Status: benign, Prob. Correct: 87.0%  ",auto,auto
3388,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['A'],['A'],[],110.88,"Object 4 (weight: 2) Last seen in (7.5,5.5) at 01:28. Status: dangerous, Prob. Correct: 79.2%  ",auto,auto
3389,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['A'],['A'],[],136.79,"Object 1 (weight: 4) Last seen in (7.5,7.5) at 02:07. Status: benign, Prob. Correct: 87.0%  ",auto,auto
3390,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['A'],['A'],[],144.56,"Object 3 (weight: 1) Last seen in (8.5,5.5) at 02:07. Status: dangerous, Prob. Correct: 79.2%  ",auto,auto
3391,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['A'],['A'],[],154.89,"C, can you sense any dangerous objects?",,features
3392,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],204.56," C, can you sense any dangerous objects?",,features
3393,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],205.80,I need some more information. Which object are you referring to? Please provide such information and ask again. ,,
3394,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],206.39,I will carry object 0 to the disposal zone by myseld,doing,doing
3395,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],212.65,"Hey B, can you help me sense object 0 in location (5.5,5.5), last seen at 03:30. ",,
3396,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['C'],[],['C'],238.97,"Object 0 (weight: 1) Last seen in (5.5,5.5) at 01:56. Status: dangerous, Prob. Correct: 79.2%  ",auto,auto
3397,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],240.18,Thanks B. ,,
3398,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['C'],[],['C'],260.02,"C, sense object 3",order,order
3399,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,['C'],[],['C'],260.82,I succesfully disposed object 0,doing,doing
3400,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,['B'],['B'],[],262.01,I didn't understand you A. I can help you B. Let me know if I should follow you or you want to follow me. ,,
3401,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,['C'],[],['C'],273.22,I will now dispose object 3,doing,doing
3402,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],280.09,"C, can you sense object 3?",order,order
3403,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],282.25,"Object 3 (weight: 1) Last seen in (8.5,5.5) at 02:07. Status: dangerous, Prob. Correct: 79.2%  ",auto,auto
3404,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],282.63,"Object 3 (weight: 1) Last seen in (8.5,5.5) at 04:42. Status: [dangerous], Prob. Correct: [79.2%], From: [B]. ",auto,auto
3405,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],297.73,"C, carry object 3",order,order
3406,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],299.59,I can help you B. Let me know if I should follow you or you want to follow me. ,,
3407,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],311.98,"C, dispose object 3",order,order
3408,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],336.69,I will do it,confirm,confirm
3409,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],347.05,"C, can you move please?",order,order
3410,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],348.43,Ok B. ,,
3411,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],382.30,can you get far away from me?,order,order
3412,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['C'],[],['C'],406.01,"A, can you call C, please?",order,order
3413,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['C'],[],['C'],411.18,I am stuck,doing,doing
3414,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,[],[],[],429.95,I need help carrying object 4,order,order
3415,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,[],[],[],436.33,"C, can you help me carry object 4?",order,order
3416,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],497.44,"C, can you help me carry object 4?",order,order
3417,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],498.05,I can help you A. Let me know if I should follow you or you want to follow me. ,,
3418,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],508.82,C please follow me,order,order
3419,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],511.66,I'll follow you A until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
3420,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],643.92,"Thanks C, you can stop following me now",order,order
3421,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],644.89,Ok A. I won't help anymore. ,,
3422,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],652.43,follow me now,order,order
3423,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],653.65,Why do you want me to follow you? ,,
3424,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],665.53,Follow me to sense an object,order,order
3425,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],669.71,I need some more information. Which object are you referring to? Please provide such information and ask again. ,,
3426,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],675.05,We need to find more dangerous objects,,
3427,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,[],[],[],679.90,"[INFORMATION] A, I've found several dangerous objects: 0, 3, 7, 8, 9 with confidence above 0.5. Please coordinate with B to dispose them.",,
3428,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,[],[],[],700.67,Waiting for new information about dangerous objects,doing,doing
3429,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,[],[],[],706.54,"Object 11 (weight: 1) Last seen in (7.5,-6.5) at 11:40. Status: dangerous, Prob. Correct: 79.2%  ",auto,auto
3430,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,[],[],[],707.35,Let me know as soon as you find one,,order
3431,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,[],[],[],716.38,"B, can you sense object 11?",order,order
3432,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,[],[],[],727.22,"C, can you sense object 11",order,order
3433,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],756.10," C, can you sense object 11",order,order
3434,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],757.98,B can you please share your sensor result?,order,features+order
3435,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],760.05,I didn't understand you A. I can help you B. Let me know if I should follow you or you want to follow me. ,,
3436,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],793.60,follow me,order,order
3437,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],793.94,Why do you want me to follow you? ,,
3438,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],827.85,can you sense object 11?,order,order
3439,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],828.74,"Object 11 (weight: 1) Last seen in (7.5,-6.5) at 13:48. Status: [dangerous], Prob. Correct: [73.4%], From: [C]. ",auto,auto
3440,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],838.72,"A, let's carry 11",order,order
3441,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],843.28,"Ok, on it",confirm,confirm
3442,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],909.48,"C, sense object 13",order,order
3443,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,['B'],['B'],[],911.10,I can help you B. Let me know if I should follow you or you want to follow me. ,,
3444,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],920.13,follow me,order,order
3445,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,['B'],['B'],[],921.11,Follow me B and tell me when you don't need my help anymore. ,,
3446,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],932.94,"Object 13 (weight: 1) Last seen in (6.5,-8.5) at 15:31. Status: [benign], Prob. Correct: [79.8%], From: [C].  ",auto,auto
3447,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],943.88,"Hey B, can you help me sense object 12 in location (8.5,-7.5), last seen at 15:42.  ",,
3448,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],948.77,sure,confirm,confirm
3449,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],949.73,"Thanks, I'll follow you B. Stay close to me. ",,
3450,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],967.30,"Object 12 (weight: 2) Last seen in (8.5,-7.5) at 16:00. Status: benign, Prob. Correct: 87.0%  ",auto,auto
3451,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],968.14,Thanks B. ,,
3452,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],980.59,Lets move to another room,order,order
3453,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],982.78,Ok A. ,,
3454,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],986.67,All the objects here seem to be benign,,safe
3455,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,"['A', 'C']",['A'],['C'],987.30,yes,confirm,confirm
3456,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,"['A', 'B']","['A', 'B']",[],988.48,[INFORMATION] Update from C: all objects in our current room appear to be benign. Let's proceed with caution.,,
3457,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['A'],['A'],[],1054.70,"Object 15 (weight: 4) Last seen in (-5.5,-5.5) at 17:28. Status: dangerous, Prob. Correct: 79.2%  ",auto,auto
3458,2024_09_19_07_12_54,complementary,Mixed Roles,A,human,lifter,"['B', 'C']",['B'],['C'],1070.28,"We cannot move object 15, but it is dangerous",,dangerous
3459,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,['A'],['A'],[],1073.85,I need some more information. I need the coordinate location. Please provide such information and ask again. ,,
3460,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['A'],['A'],[],1095.99,"Object 18 (weight: 2) Last seen in (-6.5,-7.5) at 18:09. Status: dangerous, Prob. Correct: 79.2%  ",auto,auto
3461,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['A'],['A'],[],1110.98,"C, can you sense objet 18?",order,order
3462,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['C'],[],['C'],1158.98,"C, follow me to sense an object",order,order
3463,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,['B'],['B'],[],1159.93,Why do you want to follow me? ,,
3464,2024_09_19_07_12_54,complementary,Mixed Roles,B,human,sensing,['C'],[],['C'],1174.81,sense object 18,order,order
3465,2024_09_19_07_12_54,complementary,Mixed Roles,C,ai,sensing,['B'],['B'],[],1178.24,I know nothing about object 18. ,,
3466,2024_09_19_07_36_16,hierarchy,Mixed Leaders,C,ai,order,"['A', 'D']",['A'],['D'],1.34,"D, go to location (-4.5,0.5) and report anything useful.  ",,
3467,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,['C'],[],['C'],2.39," I will follow your orders to explore, C. ",,
3468,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,"['B', 'C', 'D']",['B'],"['C', 'D']",50.92,"D, follow me",order,order
3469,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,"['A', 'B']","['A', 'B']",[],54.35,Why do you want to follow me? ,,
3470,2024_09_19_07_36_16,hierarchy,Mixed Leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],60.88,"Hey A, can you help me sense object 15 in location (-8.5,-5.5), last seen at 00:59.  ",,
3471,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,"['B', 'C', 'D']",['B'],"['C', 'D']",62.29,Help me scan the objects,order,order
3472,2024_09_19_07_36_16,hierarchy,Mixed Leaders,B,human,obey,"['A', 'C', 'D']",['A'],"['C', 'D']",79.43,what do you want me to do?,,
3473,2024_09_19_07_36_16,hierarchy,Mixed Leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],80.68,"[INFORMATION] Hey B/A/D, I'm currently waiting for orders and currently at the location [], help me out!",,
3474,2024_09_19_07_36_16,hierarchy,Mixed Leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],91.91,Nevermind. ,,
3475,2024_09_19_07_36_16,hierarchy,Mixed Leaders,C,ai,order,"['A', 'B', 'D']","['A', 'B']",['D'],93.37,"B, go to location (-3.5,-6.5) and report anything useful.  ",,
3476,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B']",['C'],94.98,Ok C. I won't help anymore. I'm going to wait for C to pass. ,,
3477,2024_09_19_07_36_16,hierarchy,Mixed Leaders,B,human,obey,"['A', 'C', 'D']",['A'],"['C', 'D']",98.54,ok,confirm,confirm
3478,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,"['B', 'C', 'D']",['B'],"['C', 'D']",111.31,"D, follow me and help me sense the objects",order,order
3479,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,"['A', 'C']",['A'],['C'],112.84,Why do you want me to follow you? ,,
3480,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,"['B', 'D']",['B'],['D'],129.16,To scan objects,,
3481,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,"['A', 'C']",['A'],['C'],130.06,"[INFORMATION] A, I'll help you scan objects, C, why did you assign me this task?",,
3482,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,"['B', 'D']",['B'],['D'],139.47,D I order you to follow me,order,order
3483,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B']",['C'],142.37,Why do you want to follow me? ,,
3484,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B']",['C'],146.41,"Scanned area at (-4.5,0.5) with view radius 6. Walls: [(-9.5,-5.5),(-9.5,-4.5),(-9.5,-3.5),(-9.5,-2.5),(-9.5,-1.5),(-9.5,-0.5),(-9.5,0.5),(-9.5,1.5),(-9.5,2.5),(-9.5,3.5),(-9.5,4.5),(-9.5,5.5),(-9.5,6.5),(-8.5,-3.5),(-8.5,4.5),(-7.5,-3.5),(-7.5,4.5),(-6.5,-3.5),(-6.5,-2.5),(-6.5,3.5),(-6.5,4.5),(-5.5,-3.5),(-5.5,4.5),(-3.5,-5.5),(-3.5,6.5)]. Objects: {15:(-8.5,-5.5),9:(-7.5,6.5)}.  ",,
3485,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B']",['C'],157.30,Order completed.  ,,
3486,2024_09_19_07_36_16,hierarchy,Mixed Leaders,C,ai,order,['D'],[],['D'],158.86,Thanks D. ,,
3487,2024_09_19_07_36_16,hierarchy,Mixed Leaders,C,ai,order,['D'],[],['D'],173.38,"D, sense object 6 at location (-7.5,8.5). ",,
3488,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,"['A', 'B', 'C']","['A', 'B']",['C'],173.78,"I will follow your orders to sense, C. ",,
3489,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,['B'],['B'],[],194.47,"B, follow me",order,order
3490,2024_09_19_07_36_16,hierarchy,Mixed Leaders,B,human,obey,['A'],['A'],[],219.80,ok,confirm,confirm
3491,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,['C'],[],['C'],221.68,"Object 5 (weight: 2) Last seen in (-6.5,7.5) at 03:39. Status: [dangerous], Prob. Correct: [76.5%], From: [D]. Object 6 (weight: 1) Last seen in (-7.5,8.5) at 03:39. Status: [benign], Prob. Correct: [73.0%], From: [D]. Object 7 (weight: 1) Last seen in (-5.5,7.5) at 03:39. Status: [benign], Prob. Correct: [73.0%], From: [D]. ",auto,auto
3492,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,['C'],[],['C'],224.20,Order completed. ,,
3493,2024_09_19_07_36_16,hierarchy,Mixed Leaders,C,ai,order,['D'],[],['D'],225.50,Thanks D. ,,
3494,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,['B'],['B'],[],247.96,B can you please scan object 15?,order,order
3495,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,['B'],['B'],[],255.04,"Object 15 (weight: 4) Last seen in (-8.5,-5.5) at 03:59. Status: dangerous, Prob. Correct: 82.0%  ",auto,auto
3496,2024_09_19_07_36_16,hierarchy,Mixed Leaders,B,human,obey,['A'],['A'],[],269.81,"Object 15 (weight: 4) Last seen in (-8.5,-5.5) at 04:24. Status: dangerous, Prob. Correct: 73.1%  ",auto,auto
3497,2024_09_19_07_36_16,hierarchy,Mixed Leaders,B,human,obey,['A'],['A'],[],287.11,"Dangerous, but we need other agents to carry it",,dangerous
3498,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,['B'],['B'],[],287.64,"Object 19 (weight: 3) Last seen in (-7.5,-7.5) at 04:41. Status: dangerous, Prob. Correct: 82.0%  ",auto,auto
3499,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,['B'],['B'],[],297.85,Please also scan object 19 while I go and call the other agents,order,order
3500,2024_09_19_07_36_16,hierarchy,Mixed Leaders,B,human,obey,['A'],['A'],[],303.15,ok,confirm,confirm
3501,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,"['C', 'D']",[],"['C', 'D']",330.93,C I need help to carry an object of weight 4,order,order
3502,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,"['C', 'D']",[],"['C', 'D']",334.91,Please follow me,order,order
3503,2024_09_19_07_36_16,hierarchy,Mixed Leaders,C,ai,order,"['A', 'D']",['A'],['D'],335.28,I can help you A. Let me know if I should follow you or you want to follow me. ,,
3504,2024_09_19_07_36_16,hierarchy,Mixed Leaders,C,ai,order,"['A', 'D']",['A'],['D'],337.31,I'll follow you A until you tell me you don't need my help anymore. Please don't move too far away from me so I don't lose track. ,,
3505,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,"['C', 'D']",[],"['C', 'D']",348.47,D I order you to carry object 15,order,order
3506,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,"['A', 'C']",['A'],['C'],349.09,First give me the weight value of object 15. ,,
3507,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,"['C', 'D']",[],"['C', 'D']",356.15,The weight is 4,features,features
3508,2024_09_19_07_36_16,hierarchy,Mixed Leaders,D,ai,obey,"['A', 'C']",['A'],['C'],357.21,"[INFORMATION] I've got the weight of object 15, it's 4, I'll carry it now",,
3509,2024_09_19_07_36_16,hierarchy,Mixed Leaders,A,human,order,"['B', 'C', 'D']",['B'],"['C', 'D']",359.58,"Object 15 (weight: 4) Last seen in (-8.5,-5.5) at 04:41. Status: dangerous, Prob. Correct: 82.0%  ",auto,auto
3510,2024_09_19_07_36_16,hierarchy,Mixed Leaders,B,human,obey,"['A', 'C', 'D']",['A'],"['C', 'D']",364.84,"Object 19 (weight: 3) Last seen in (-7.5,-7.5) at 05:25. Status: dangerous, Prob. Correct: 73.1%  ",auto,auto
